HOG,OG,Gene Tree Parent Clade,Bdistachyon_pep,EM_A_pep,EM_B_pep,TaCS_A_pep_longest,TaCS_B_pep_longest,TaCS_D_pep_longest,barley,emmer,wheat,barley_rates,wheat_rates,emmer_rates,barley/emmer,barley/wheat,emmer/wheat
N1.HOG0006685,OG0002388,n0,,TRIDC7AG062200.1,"TRIDC5BG038060.1, TRIDC7BG055550.1","TraesCS5A02G226300, TraesCS7A02G448500, TraesCS7A02G448700",TraesCS7B02G348500,"TraesCS5D02G233500, TraesCS7D02G438000, TraesCSU02G097700, TraesCS7D02G438500",HORVU.MOREX.r2.7HG0607350.1,"TRIDC7AG062200.1, TRIDC5BG038060.1, TRIDC7BG055550.1","TraesCS5A02G226300, TraesCS7A02G448500, TraesCS7A02G448700, TraesCS7B02G348500, TraesCS5D02G233500, TraesCS7D02G438000, TraesCSU02G097700, TraesCS7D02G438500",0.8947368421052632,0.2666666666666667,0.625,1.431578947368421,3.3552631578947363,2.3437499999999996
N1.HOG0006703,OG0002398,n7,,TRIDC5AG000680.1,TRIDC5BG000190.1,TraesCS5A02G000200,TraesCS5B02G001500,TraesCS5D02G000500,HORVU.MOREX.r2.5HG0349230.1,"TRIDC5AG000680.1, TRIDC5BG000190.1","TraesCS5A02G000200, TraesCS5B02G001500, TraesCS5D02G000500",0.9473684210526316,0.6,0.85,1.1145510835913313,1.5789473684210529,1.4166666666666667
N1.HOG0006762,OG0002428,n2,,TRIDC5AG042380.1,TRIDC5BG046220.1,TraesCS5A02G282400,TraesCS5B02G281800,TraesCS5D02G289500,HORVU.MOREX.r2.5HG0408810.1,"TRIDC5AG042380.1, TRIDC5BG046220.1","TraesCS5A02G282400, TraesCS5B02G281800, TraesCS5D02G289500",0.9473684210526316,0.4,0.9,1.0526315789473684,2.3684210526315788,2.25
N1.HOG0006792,OG0002442,n8,,TRIDC2AG005750.1,TRIDC2BG006480.1,TraesCS2A02G053100,TraesCS2B02G067000,TraesCS2D02G053300,HORVU.MOREX.r2.2HG0084610.1,"TRIDC2AG005750.1, TRIDC2BG006480.1","TraesCS2A02G053100, TraesCS2B02G067000, TraesCS2D02G053300",0.736842105263158,0.4666666666666667,0.5,1.473684210526316,1.5789473684210527,1.0714285714285714
N1.HOG0006809,OG0002451,n3,,TRIDC6AG001200.1,TRIDC6BG001930.1,TraesCS6A02G011100,,"TraesCS6D02G013800, TraesCSU02G084900",HORVU.MOREX.r2.6HG0450030.1,"TRIDC6AG001200.1, TRIDC6BG001930.1","TraesCS6A02G011100, TraesCS6D02G013800, TraesCSU02G084900",0.9473684210526316,0.8,0.9,1.0526315789473684,1.1842105263157894,1.125
N1.HOG0006970,OG0002532,n0,,,TRIDC0UG021480.1,"TraesCS1A02G018000, TraesCS1A02G018600","TraesCS1B02G022400, TraesCS1B02G020700","TraesCS1D02G017800, TraesCS1D02G018000, TraesCS1D02G015300, TraesCS1D02G015900","HORVU.MOREX.r2.1HG0001750.1, HORVU.MOREX.r2.1HG0002570.1, HORVU.MOREX.r2.1HG0002580.1, HORVU.MOREX.r2.1HG0001400.1",TRIDC0UG021480.1,"TraesCS1A02G018000, TraesCS1A02G018600, TraesCS1B02G022400, TraesCS1B02G020700, TraesCS1D02G017800, TraesCS1D02G018000, TraesCS1D02G015300, TraesCS1D02G015900",0.736842105263158,0.4666666666666667,0.6,1.2280701754385968,1.5789473684210527,1.2857142857142856
N1.HOG0007178,OG0002647,n5,,"TRIDC2AG008910.1, TRIDC2AG008900.1",TRIDC2BG010710.1,TraesCS2A02G080400,TraesCS2B02G095100,"TraesCS2D02G077700, TraesCS2D02G078000, TraesCS2D02G077900",HORVU.MOREX.r2.2HG0088100.1,"TRIDC2AG008910.1, TRIDC2AG008900.1, TRIDC2BG010710.1","TraesCS2A02G080400, TraesCS2B02G095100, TraesCS2D02G077700, TraesCS2D02G078000, TraesCS2D02G077900",0.9473684210526316,0.5333333333333333,0.9,1.0526315789473684,1.7763157894736843,1.6875
N1.HOG0007195,OG0002661,n1,,"TRIDC7AG011800.1, TRIDC6AG008420.1",,"TraesCS7A02G102100, TraesCS4A02G400000",TraesCS1B02G026500,,HORVU.MOREX.r2.7HG0540170.1,"TRIDC7AG011800.1, TRIDC6AG008420.1","TraesCS7A02G102100, TraesCS4A02G400000, TraesCS1B02G026500",0.8421052631578947,0.5111111111111111,0.7,1.2030075187969924,1.6475972540045767,1.3695652173913044
N1.HOG0007216,OG0002676,n5,,TRIDC7AG076130.1,TRIDC7BG072870.1,"TraesCS7A02G547200, TraesCS7A02G547000, TraesCS7A02G546900, TraesCS7A02G547100",TraesCS7B02G470900,TraesCSU02G094500,HORVU.MOREX.r2.7HG0621540.1,"TRIDC7AG076130.1, TRIDC7BG072870.1","TraesCS7A02G547200, TraesCS7A02G547000, TraesCS7A02G546900, TraesCS7A02G547100, TraesCS7B02G470900, TraesCSU02G094500",0.8421052631578947,0.6444444444444445,0.8,1.0526315789473684,1.306715063520871,1.2413793103448276
N1.HOG0007218,OG0002677,n6,,,TRIDC7BG074190.1,,"TraesCS7B02G477100, TraesCS7B02G477600, TraesCS7B02G477300, TraesCS1B02G201700",TraesCS7D02G540000,"HORVU.MOREX.r2.7HG0531010.1, HORVU.MOREX.r2.7HG0622990.1",TRIDC7BG074190.1,"TraesCS7B02G477100, TraesCS7B02G477600, TraesCS7B02G477300, TraesCS1B02G201700, TraesCS7D02G540000",0.9473684210526316,0.43333333333333335,0.75,1.2631578947368423,2.1862348178137654,1.7307692307692306
N1.HOG0007381,OG0002767,n6,,TRIDC4AG003200.1,TRIDC4BG048320.1,TraesCS4A02G023300,TraesCS4B02G280200,TraesCS4D02G278700,HORVU.MOREX.r2.4HG0335130.1,"TRIDC4AG003200.1, TRIDC4BG048320.1","TraesCS4A02G023300, TraesCS4B02G280200, TraesCS4D02G278700",0.9473684210526316,0.4,0.85,1.1145510835913313,2.3684210526315788,2.125
N1.HOG0007383,OG0002768,n8,,TRIDC7AG063270.1,,TraesCS7A02G455200,TraesCS7B02G355500,TraesCS7D02G444100,HORVU.MOREX.r2.7HG0608910.1,TRIDC7AG063270.1,"TraesCS7A02G455200, TraesCS7B02G355500, TraesCS7D02G444100",0.9473684210526316,0.6666666666666667,0.85,1.1145510835913313,1.4210526315789473,1.275
N1.HOG0007483,OG0002819,n6,,TRIDC6AG058300.1,TRIDC6BG068950.1,TraesCS6A02G394900,TraesCS6B02G434800,TraesCS6D02G380200,HORVU.MOREX.r2.6HG0523100.1,"TRIDC6AG058300.1, TRIDC6BG068950.1","TraesCS6A02G394900, TraesCS6B02G434800, TraesCS6D02G380200",0.9473684210526316,0.6666666666666667,0.85,1.1145510835913313,1.4210526315789473,1.275
N1.HOG0007591,OG0002878,n2,,TRIDC5AG056950.1,TRIDC5BG061080.1,TraesCS5A02G391200,TraesCS5B02G396100,TraesCS5D02G400900,HORVU.MOREX.r2.5HG0424530.1,"TRIDC5AG056950.1, TRIDC5BG061080.1","TraesCS5A02G391200, TraesCS5B02G396100, TraesCS5D02G400900",0.9473684210526316,0.6666666666666667,0.8,1.1842105263157894,1.4210526315789473,1.2
N1.HOG0007648,OG0002911,n7,,"TRIDC7AG007410.1, TRIDC4AG062460.1",,"TraesCS7A02G067900, TraesCS4A02G421400",,TraesCS7D02G062000,HORVU.MOREX.r2.7HG0535360.1,"TRIDC7AG007410.1, TRIDC4AG062460.1","TraesCS7A02G067900, TraesCS4A02G421400, TraesCS7D02G062000",0.9473684210526316,0.19999999999999996,0.925,1.0241820768136558,4.736842105263159,4.625000000000001
N1.HOG0007688,OG0002931,n4,,TRIDC1AG057640.1,TRIDC5BG078820.1,TraesCS1A02G391500,TraesCS5B02G555100,"TraesCS1D02G351900, TraesCS5D02G553800",HORVU.MOREX.r2.5HG0442830.1,"TRIDC1AG057640.1, TRIDC5BG078820.1","TraesCS1A02G391500, TraesCS5B02G555100, TraesCS1D02G351900, TraesCS5D02G553800",0.9473684210526316,0.5666666666666667,0.6,1.5789473684210529,1.6718266253869971,1.0588235294117647
N1.HOG0007754,OG0002968,n0,,"TRIDC6AG002810.1, TRIDC6AG002800.1, TRIDC5AG003980.1",TRIDC6BG003790.1,"TraesCS5A02G026800, TraesCS6A02G024200, TraesCS6A02G024100",TraesCS6B02G032900,"TraesCS4D02G365300, TraesCS6D02G027600, TraesCS5D02G034500",HORVU.MOREX.r2.5HG0353860.1,"TRIDC6AG002810.1, TRIDC6AG002800.1, TRIDC5AG003980.1, TRIDC6BG003790.1","TraesCS5A02G026800, TraesCS6A02G024200, TraesCS6A02G024100, TraesCS6B02G032900, TraesCS4D02G365300, TraesCS6D02G027600, TraesCS5D02G034500",0.8947368421052632,0.4666666666666667,0.7166666666666667,1.2484700122399022,1.9172932330827068,1.5357142857142858
N1.HOG0007930,OG0003058,n2,,TRIDC7AG069780.1,TRIDC7BG064220.1,TraesCS7A02G499000,TraesCS7B02G406100,TraesCS7D02G486000,HORVU.MOREX.r2.7HG0614570.1,"TRIDC7AG069780.1, TRIDC7BG064220.1","TraesCS7A02G499000, TraesCS7B02G406100, TraesCS7D02G486000",0.9473684210526316,0.06666666666666665,0.4,2.3684210526315788,14.210526315789478,6.000000000000002
N1.HOG0008197,OG0003203,n6,,TRIDC3AG054930.1,,TraesCS3A02G383100,"TraesCS3B02G415500, TraesCS2B02G088800, TraesCS2B02G088500",,HORVU.MOREX.r2.2HG0087340.1,TRIDC3AG054930.1,"TraesCS3A02G383100, TraesCS3B02G415500, TraesCS2B02G088800, TraesCS2B02G088500",0.9473684210526316,0.19999999999999996,0.85,1.1145510835913313,4.736842105263159,4.250000000000001
N1.HOG0008208,OG0003208,n7,,"TRIDC7AG006900.1, TRIDC4AG063140.1",,"TraesCS4A02G424800, TraesCS7A02G064300",,TraesCS7D02G059100,HORVU.MOREX.r2.7HG0534930.1,"TRIDC7AG006900.1, TRIDC4AG063140.1","TraesCS4A02G424800, TraesCS7A02G064300, TraesCS7D02G059100",0.9473684210526316,0.7333333333333334,0.75,1.2631578947368423,1.291866028708134,1.0227272727272727
N1.HOG0008226,OG0003218,n0,,TRIDC3AG062900.1,"TRIDC3BG070450.1, TRIDC3BG070540.1",TraesCS3A02G444600,"TraesCS3B02G478100, TraesCS3B02G479000, TraesCS3B02G478800, TraesCS3B02G479200","TraesCS3D02G437000, TraesCS3D02G437200","HORVU.MOREX.r2.1HG0012020.1, HORVU.MOREX.r2.3HG0249170.1","TRIDC3AG062900.1, TRIDC3BG070450.1, TRIDC3BG070540.1","TraesCS3A02G444600, TraesCS3B02G478100, TraesCS3B02G479000, TraesCS3B02G478800, TraesCS3B02G479200, TraesCS3D02G437000, TraesCS3D02G437200",0.8421052631578947,0.3666666666666667,0.5,1.6842105263157894,2.296650717703349,1.3636363636363635
N1.HOG0008354,OG0003292,n0,,TRIDC2AG071750.1,TRIDC2BG077610.1,"TraesCS2A02G510000, TraesCS2A02G510300","TraesCS2B02G538200, TraesCS2B02G538300, TraesCS2B02G538000, TraesCS2B02G538500, TraesCS2B02G538100","TraesCS2D02G511400, TraesCS2D02G511500, TraesCS5D02G241800",HORVU.MOREX.r2.2HG0169790.1,"TRIDC2AG071750.1, TRIDC2BG077610.1","TraesCS2A02G510000, TraesCS2A02G510300, TraesCS2B02G538200, TraesCS2B02G538300, TraesCS2B02G538000, TraesCS2B02G538500, TraesCS2B02G538100, TraesCS2D02G511400, TraesCS2D02G511500, TraesCS5D02G241800",0.8947368421052632,0.6,0.65,1.3765182186234817,1.4912280701754386,1.0833333333333335
N1.HOG0008362,OG0003300,n0,,TRIDC3AG076220.1,"TRIDC2BG006890.1, TRIDC3BG075800.1, TRIDC3BG075820.1","TraesCS3A02G539600, TraesCS1A02G049100","TraesCS3B02G518600, TraesCS3B02G518700, TraesCS6B02G039700, TraesCS6B02G039100","TraesCS3D02G545000, TraesCS1D02G051100",HORVU.MOREX.r2.3HG0271480.1,"TRIDC3AG076220.1, TRIDC2BG006890.1, TRIDC3BG075800.1, TRIDC3BG075820.1","TraesCS3A02G539600, TraesCS1A02G049100, TraesCS3B02G518600, TraesCS3B02G518700, TraesCS6B02G039700, TraesCS6B02G039100, TraesCS3D02G545000, TraesCS1D02G051100",0.9473684210526316,0.43333333333333335,0.48750000000000004,1.94331983805668,2.1862348178137654,1.125
N1.HOG0008365,OG0003303,n0,,"TRIDC4AG067900.1, TRIDC7AG074010.1, TRIDC7AG002720.1, TRIDC4AG067880.1",,"TraesCS7A02G029200, TraesCS7A02G028800, TraesCS7A02G029100, TraesCS4A02G460500, TraesCS7A02G029500, TraesCS4A02G460200",,TraesCS7D02G025800,"HORVU.MOREX.r2.7HG0529840.1, HORVU.MOREX.r2.7HG0529860.1","TRIDC4AG067900.1, TRIDC7AG074010.1, TRIDC7AG002720.1, TRIDC4AG067880.1","TraesCS7A02G029200, TraesCS7A02G028800, TraesCS7A02G029100, TraesCS4A02G460500, TraesCS7A02G029500, TraesCS4A02G460200, TraesCS7D02G025800",0.9473684210526316,0.5111111111111111,0.9,1.0526315789473684,1.853546910755149,1.7608695652173916
N1.HOG0008370,OG0003306,n0,,"TRIDC5AG051110.1, TRIDC5AG051120.1, TRIDC5AG051100.1","TRIDC5BG055330.1, TRIDC6BG055120.1, TRIDC6BG055270.1, TRIDC5BG055320.1",TraesCS5A02G349900,"TraesCS5B02G351600, TraesCS6B02G344900",TraesCS5D02G356500,"HORVU.MOREX.r2.5HG0417940.1, HORVU.MOREX.r2.5HG0417950.1","TRIDC5AG051110.1, TRIDC5AG051120.1, TRIDC5AG051100.1, TRIDC5BG055330.1, TRIDC6BG055120.1, TRIDC6BG055270.1, TRIDC5BG055320.1","TraesCS5A02G349900, TraesCS5B02G351600, TraesCS6B02G344900, TraesCS5D02G356500",0.8947368421052632,0.19999999999999996,0.5700000000000001,1.569713758079409,4.473684210526317,2.850000000000001
N1.HOG0008400,OG0003325,n5,,TRIDC7AG055940.1,TRIDC7BG059750.1,"TraesCS7A02G472700, TraesCS7A02G474500, TraesCS7A02G471800","TraesCS7B02G376100, TraesCS7B02G375800",,HORVU.MOREX.r2.7HG0611460.1,"TRIDC7AG055940.1, TRIDC7BG059750.1","TraesCS7A02G472700, TraesCS7A02G474500, TraesCS7A02G471800, TraesCS7B02G376100, TraesCS7B02G375800",0.8421052631578947,0.19999999999999996,0.65,1.2955465587044532,4.210526315789474,3.250000000000001
N1.HOG0008443,OG0003359,n6,,TRIDC5AG077070.1,,TraesCS5A02G545500,TraesCS4B02G379200,TraesCSU02G129500,HORVU.MOREX.r2.4HG0349080.1,TRIDC5AG077070.1,"TraesCS5A02G545500, TraesCS4B02G379200, TraesCSU02G129500",0.9473684210526316,0.1333333333333333,0.9,1.0526315789473684,7.105263157894739,6.750000000000002
N1.HOG0008529,OG0003410,n3,,TRIDC4AG063170.1,"TRIDC5BG045230.1, TRIDC1BG017530.1","TraesCS4A02G425100, TraesCS7A02G063900",TraesCS7B02G366200,TraesCS7D02G058800,HORVU.MOREX.r2.7HG0534870.1,"TRIDC4AG063170.1, TRIDC5BG045230.1, TRIDC1BG017530.1","TraesCS4A02G425100, TraesCS7A02G063900, TraesCS7B02G366200, TraesCS7D02G058800",0.8421052631578947,0.7333333333333334,0.825,1.0207336523125996,1.1483253588516744,1.1249999999999998
N1.HOG0008642,OG0003471,n6,,TRIDC3AG000600.1,TRIDC3BG003390.1,TraesCS3A02G025300,,TraesCS3D02G020700,"HORVU.MOREX.r2.3HG0186310.1, HORVU.MOREX.r2.3HG0186300.1","TRIDC3AG000600.1, TRIDC3BG003390.1","TraesCS3A02G025300, TraesCS3D02G020700",0.8947368421052632,0.5,0.6,1.4912280701754386,1.7894736842105263,1.2
N1.HOG0008687,OG0003495,n3,,TRIDC6AG055480.1,"TRIDC3BG067570.1, TRIDC7BG005370.1, TRIDC4BG059820.1",TraesCS3A02G421900,TraesCS3B02G457100,TraesCS3D02G417000,HORVU.MOREX.r2.6HG0520000.1,"TRIDC6AG055480.1, TRIDC3BG067570.1, TRIDC7BG005370.1, TRIDC4BG059820.1","TraesCS3A02G421900, TraesCS3B02G457100, TraesCS3D02G417000",0.9473684210526316,0.6,0.875,1.0827067669172934,1.5789473684210529,1.4583333333333335
N1.HOG0009034,OG0003699,n0,,"TRIDC3AG026190.1, TRIDC7AG065860.1","TRIDC3BG029850.1, TRIDC7BG059430.1","TraesCS3A02G188500, TraesCS7A02G471300","TraesCS3B02G217200, TraesCS7B02G373300","TraesCS3D02G191500, TraesCS7D02G458700",HORVU.MOREX.r2.7HG0611340.1,"TRIDC3AG026190.1, TRIDC7AG065860.1, TRIDC3BG029850.1, TRIDC7BG059430.1","TraesCS3A02G188500, TraesCS7A02G471300, TraesCS3B02G217200, TraesCS7B02G373300, TraesCS3D02G191500, TraesCS7D02G458700",0.9473684210526316,0.06666666666666665,0.775,1.2224108658743633,14.210526315789478,11.625000000000004
N1.HOG0009095,OG0003736,n0,,,"TRIDC1BG000290.1, TRIDC0UG003450.1",,"TraesCS1B02G004900, TraesCS1B02G002700, TraesCS5B02G343800","TraesCS2D02G091600, TraesCSU02G173700, TraesCS5D02G349600","HORVU.MOREX.r2.1HG0007530.1, HORVU.MOREX.r2.1HG0007040.1, HORVU.MOREX.r2.1HG0000240.1","TRIDC1BG000290.1, TRIDC0UG003450.1","TraesCS1B02G004900, TraesCS1B02G002700, TraesCS5B02G343800, TraesCS2D02G091600, TraesCSU02G173700, TraesCS5D02G349600",0.8421052631578947,0.5333333333333333,0.775,1.0865874363327672,1.5789473684210527,1.453125
N1.HOG0009097,OG0003737,n7,,,TRIDC3BG062180.1,TraesCS3A02G387500,TraesCS3B02G421300,TraesCS3D02G381900,HORVU.MOREX.r2.3HG0248320.1,TRIDC3BG062180.1,"TraesCS3A02G387500, TraesCS3B02G421300, TraesCS3D02G381900",0.8421052631578947,0.6666666666666667,0.75,1.1228070175438596,1.2631578947368418,1.1249999999999998
N1.HOG0009224,OG0003812,n0,,"TRIDC1AG038200.1, TRIDC6AG005610.1","TRIDC1BG043450.1, TRIDC6BG007960.1","TraesCS1A02G255700, TraesCS6A02G047100","TraesCS1B02G266400, TraesCS6B02G063300","TraesCS1D02G255000, TraesCS6D02G054300",HORVU.MOREX.r2.6HG0454150.1,"TRIDC1AG038200.1, TRIDC6AG005610.1, TRIDC1BG043450.1, TRIDC6BG007960.1","TraesCS1A02G255700, TraesCS6A02G047100, TraesCS1B02G266400, TraesCS6B02G063300, TraesCS1D02G255000, TraesCS6D02G054300",0.9473684210526316,0.5333333333333333,0.65,1.45748987854251,1.7763157894736843,1.21875
N1.HOG0009329,OG0003872,n0,,"TRIDC7AG078320.1, TRIDC1AG002140.1","TRIDC0UG018410.1, TRIDC0UG018400.1, TRIDC0UG028720.1",TraesCS7A02G566100,"TraesCS7B02G490600, TraesCS6B02G012900, TraesCS1B02G025800","TraesCSU02G100500, TraesCS1D02G021800",HORVU.MOREX.r2.1HG0001480.1,"TRIDC7AG078320.1, TRIDC1AG002140.1, TRIDC0UG018410.1, TRIDC0UG018400.1, TRIDC0UG028720.1","TraesCS7A02G566100, TraesCS7B02G490600, TraesCS6B02G012900, TraesCS1B02G025800, TraesCSU02G100500, TraesCS1D02G021800",0.8421052631578947,0.7,0.72,1.1695906432748537,1.2030075187969924,1.0285714285714287
N1.HOG0009335,OG0003877,n0,,"TRIDC1AG065340.1, TRIDC1AG065120.1, TRIDC1AG065310.1, TRIDC2AG008040.1","TRIDC1BG074620.1, TRIDC1BG074600.1, TRIDC1BG074590.1, TRIDC2BG009700.1, TRIDC2BG009680.1, TRIDC2BG009600.1",,TraesCS2B02G086600,,HORVU.MOREX.r2.3HG0209730.1,"TRIDC1AG065340.1, TRIDC1AG065120.1, TRIDC1AG065310.1, TRIDC2AG008040.1, TRIDC1BG074620.1, TRIDC1BG074600.1, TRIDC1BG074590.1, TRIDC2BG009700.1, TRIDC2BG009680.1, TRIDC2BG009600.1",TraesCS2B02G086600,0.9473684210526316,0.19999999999999996,0.925,1.0241820768136558,4.736842105263159,4.625000000000001
N1.HOG0009340,OG0003881,n0,,"TRIDC7AG035780.1, TRIDC1AG057410.1, TRIDC7AG067350.1",TRIDC6BG071210.1,TraesCS3A02G457300,"TraesCS6B02G456100, TraesCS1B02G047200",TraesCS5D02G344000,"HORVU.MOREX.r2.5HG0413760.1, HORVU.MOREX.r2.2HG0166400.1, HORVU.MOREX.r2.3HG0211150.1, HORVU.MOREX.r2.5HG0435430.1","TRIDC7AG035780.1, TRIDC1AG057410.1, TRIDC7AG067350.1, TRIDC6BG071210.1","TraesCS3A02G457300, TraesCS6B02G456100, TraesCS1B02G047200, TraesCS5D02G344000",0.8947368421052632,0.2666666666666667,0.7,1.2781954887218046,3.3552631578947363,2.624999999999999
N1.HOG0009379,OG0003906,n0,,"TRIDC7AG000710.1, TRIDC4AG071880.1",,"TraesCS7A02G008300, TraesCS7A02G005700, TraesCS7A02G004200, TraesCS4A02G486600, TraesCS4A02G493600, TraesCS4A02G490300",,"TraesCS7D02G008000, TraesCS7D02G004700, TraesCS7D02G005500",HORVU.MOREX.r2.7HG0527580.1,"TRIDC7AG000710.1, TRIDC4AG071880.1","TraesCS7A02G008300, TraesCS7A02G005700, TraesCS7A02G004200, TraesCS4A02G486600, TraesCS4A02G493600, TraesCS4A02G490300, TraesCS7D02G008000, TraesCS7D02G004700, TraesCS7D02G005500",0.8421052631578947,0.4833333333333333,0.8,1.0526315789473684,1.7422867513611615,1.6551724137931036
N1.HOG0009550,OG0004026,n1,,TRIDC5AG064880.1,TRIDC5BG069810.1,,TraesCS5B02G460800,TraesCS5D02G462300,HORVU.MOREX.r2.5HG0433720.1,"TRIDC5AG064880.1, TRIDC5BG069810.1","TraesCS5B02G460800, TraesCS5D02G462300",0.9473684210526316,0.8666666666666667,0.9,1.0526315789473684,1.0931174089068827,1.0384615384615385
N1.HOG0009679,OG0004111,n1,,TRIDC2AG037830.1,TRIDC2BG040130.1,"TraesCS2A02G265600, TraesCS2A02G265400",TraesCS2B02G276400,TraesCS2D02G258100,HORVU.MOREX.r2.2HG0127910.1,"TRIDC2AG037830.1, TRIDC2BG040130.1","TraesCS2A02G265600, TraesCS2A02G265400, TraesCS2B02G276400, TraesCS2D02G258100",0.9473684210526316,0.2666666666666667,0.4,2.3684210526315788,3.552631578947368,1.4999999999999998
N1.HOG0009765,OG0004167,n2,,,TRIDC3BG074570.1,,TraesCS3B02G510500,,"HORVU.MOREX.r2.3HG0263440.1, HORVU.MOREX.r2.3HG0263430.1",TRIDC3BG074570.1,TraesCS3B02G510500,0.736842105263158,0.5333333333333333,0.6,1.2280701754385968,1.3815789473684212,1.125
N1.HOG0009802,OG0004192,n2,,TRIDC5AG019570.1,TRIDC5BG043680.1,TraesCS5A02G264400,TraesCS5B02G263700,TraesCS5D02G271900,HORVU.MOREX.r2.5HG0406690.1,"TRIDC5AG019570.1, TRIDC5BG043680.1","TraesCS5A02G264400, TraesCS5B02G263700, TraesCS5D02G271900",0.9473684210526316,0.06666666666666665,0.7,1.3533834586466167,14.210526315789478,10.500000000000002
N1.HOG0009843,OG0004217,n0,,"TRIDC4AG050170.1, TRIDC5AG050380.1, TRIDC5AG050390.1",TRIDC5BG054400.1,"TraesCS5A02G344100, TraesCS5A02G344300","TraesCS5B02G344200, TraesCS5B02G344100",TraesCS5D02G349800,HORVU.MOREX.r2.5HG0417140.1,"TRIDC4AG050170.1, TRIDC5AG050380.1, TRIDC5AG050390.1, TRIDC5BG054400.1","TraesCS5A02G344100, TraesCS5A02G344300, TraesCS5B02G344200, TraesCS5B02G344100, TraesCS5D02G349800",0.736842105263158,0.17333333333333334,0.4833333333333333,1.5245009074410167,4.251012145748988,2.788461538461538
N1.HOG0009865,OG0004229,n5,,TRIDC5AG050780.1,TRIDC5BG055030.1,TraesCS5A02G348100,TraesCS5B02G349200,TraesCS5D02G354300,HORVU.MOREX.r2.5HG0417630.1,"TRIDC5AG050780.1, TRIDC5BG055030.1","TraesCS5A02G348100, TraesCS5B02G349200, TraesCS5D02G354300",0.9473684210526316,0.8,0.85,1.1145510835913313,1.1842105263157894,1.0625
N1.HOG0010080,OG0004371,n0,,TRIDC1AG017670.1,"TRIDC1BG021910.1, TRIDC0UG016910.1","TraesCS1A02G123100, TraesCS6A02G036600","TraesCS1B02G143600, TraesCS6B02G051100","TraesCS1D02G124000, TraesCS6D02G042500",HORVU.MOREX.r2.6HG0516440.1,"TRIDC1AG017670.1, TRIDC1BG021910.1, TRIDC0UG016910.1","TraesCS1A02G123100, TraesCS6A02G036600, TraesCS1B02G143600, TraesCS6B02G051100, TraesCS1D02G124000, TraesCS6D02G042500",0.9473684210526316,0.4666666666666667,0.9,1.0526315789473684,2.030075187969925,1.9285714285714286
N1.HOG0010216,OG0004462,n2,,"TRIDC5AG077660.1, TRIDC2AG058070.1",TRIDC4BG062720.1,TraesCS5A02G549900,,TraesCSU02G127700,HORVU.MOREX.r2.4HG0348390.1,"TRIDC5AG077660.1, TRIDC2AG058070.1, TRIDC4BG062720.1","TraesCS5A02G549900, TraesCSU02G127700",0.9473684210526316,0.4,0.625,1.5157894736842106,2.3684210526315788,1.5625
N1.HOG0010284,OG0004512,n0,,"TRIDC5AG001050.1, TRIDC4AG003680.1","TRIDC5BG009710.1, TRIDC5BG001030.1",TraesCS4A02G026300,"TraesCS5B02G059000, TraesCS5B02G005700","TraesCS5D02G005300, TraesCS5D02G005600, TraesCS5D02G005400",HORVU.MOREX.r2.5HG0349940.1,"TRIDC5AG001050.1, TRIDC4AG003680.1, TRIDC5BG009710.1, TRIDC5BG001030.1","TraesCS4A02G026300, TraesCS5B02G059000, TraesCS5B02G005700, TraesCS5D02G005300, TraesCS5D02G005600, TraesCS5D02G005400",0.736842105263158,0.55,0.6,1.2280701754385968,1.3397129186602872,1.0909090909090908
N1.HOG0010285,OG0004513,n0,,"TRIDC4AG046290.1, TRIDC4AG046280.1","TRIDC0UG029900.1, TRIDC0UG029890.1, TRIDC0UG032120.1",,,"TraesCS4D02G009800, TraesCSU02G214800, TraesCS4D02G009900, TraesCSU02G060100, TraesCSU02G060000",HORVU.MOREX.r2.4HG0277140.1,"TRIDC4AG046290.1, TRIDC4AG046280.1, TRIDC0UG029900.1, TRIDC0UG029890.1, TRIDC0UG032120.1","TraesCS4D02G009800, TraesCSU02G214800, TraesCS4D02G009900, TraesCSU02G060100, TraesCSU02G060000",0.9473684210526316,0.4888888888888888,0.58,1.6333938294010892,1.9377990430622014,1.1863636363636365
N1.HOG0010292,OG0004518,n6,,,"TRIDC6BG055250.1, TRIDC5BG013230.1, TRIDC6BG070710.1",,TraesCS5B02G080800,,HORVU.MOREX.r2.2HG0138870.1,"TRIDC6BG055250.1, TRIDC5BG013230.1, TRIDC6BG070710.1",TraesCS5B02G080800,0.9473684210526316,0.2666666666666667,0.55,1.7224880382775118,3.552631578947368,2.0624999999999996
N1.HOG0010296,OG0004521,n0,,"TRIDC5AG043560.1, TRIDC5AG043520.1","TRIDC5BG047470.1, TRIDC5BG047390.1","TraesCS5A02G290800, TraesCS5A02G290600","TraesCS5B02G289300, TraesCS5B02G289700, TraesCS5B02G289200",TraesCS5D02G297800,HORVU.MOREX.r2.5HG0410030.1,"TRIDC5AG043560.1, TRIDC5AG043520.1, TRIDC5BG047470.1, TRIDC5BG047390.1","TraesCS5A02G290800, TraesCS5A02G290600, TraesCS5B02G289300, TraesCS5B02G289700, TraesCS5B02G289200, TraesCS5D02G297800",0.9473684210526316,0.1333333333333333,0.85,1.1145510835913313,7.105263157894739,6.375000000000001
